Date,Open,High,Low,Close,Adj Close,Volume
2015-10-27,4885.089844,4896.459961,4847.069824,4847.069824,4847.069824,110995600
2015-10-28,4857.850098,4907.839844,4848.500000,4890.580078,4890.580078,110846300
2015-10-29,4892.879883,4899.839844,4841.390137,4885.819824,4885.819824,188704100
2015-10-30,4895.029785,4909.160156,4865.160156,4897.660156,4897.660156,122869800
2015-11-02,4848.859863,4936.850098,4845.120117,4916.209961,4916.209961,113864200
2015-11-03,4920.020020,4936.180176,4895.839844,4936.180176,4936.180176,106982700
2015-11-04,4951.189941,4992.970215,4942.080078,4948.290039,4948.290039,141136400
2015-11-05,4967.939941,5008.060059,4935.220215,4980.040039,4980.040039,174743800
2015-11-06,4964.879883,5011.649902,4930.919922,4984.149902,4984.149902,150861200
2015-11-09,4978.839844,4983.770020,4906.479980,4911.169922,4911.169922,101330800
2015-11-10,4937.370117,4942.620117,4873.450195,4912.160156,4912.160156,112797400
2015-11-11,4919.100098,4973.899902,4917.089844,4952.509766,4952.509766,116077400
2015-11-12,4941.259766,4963.379883,4851.040039,4856.649902,4856.649902,122599900
2015-11-13,4835.689941,4860.529785,4762.330078,4807.950195,4807.950195,114037800
2015-11-16,4756.919922,4824.020020,4751.029785,4804.310059,4804.310059,108609700
2015-11-17,4850.290039,4937.310059,4840.750000,4937.310059,4937.310059,119347400
2015-11-18,4901.120117,4918.140137,4879.359863,4906.720215,4906.720215,97351700
2015-11-19,4943.899902,4962.450195,4901.069824,4915.100098,4915.100098,0
2015-11-20,4929.339844,4934.290039,4879.490234,4910.970215,4910.970215,114731300
2015-11-23,4901.680176,4905.330078,4860.729980,4889.120117,4889.120117,96366200
2015-11-24,4863.810059,4865.419922,4773.979980,4820.279785,4820.279785,115225800
2015-11-25,4830.220215,4911.830078,4821.509766,4892.990234,4892.990234,116198900
2015-11-26,4884.350098,4956.080078,4883.270020,4946.020020,4946.020020,0
2015-11-27,4919.009766,4961.450195,4908.899902,4930.140137,4930.140137,73739100
2015-11-30,4917.149902,4974.359863,4901.290039,4957.600098,4957.600098,113125600
2015-12-01,4960.379883,4968.310059,4897.870117,4914.529785,4914.529785,127971100
2015-12-02,4925.240234,4942.120117,4886.859863,4905.759766,4905.759766,135040300
2015-12-03,4895.640137,4975.709961,4730.209961,4730.209961,4730.209961,204118500
2015-12-04,4715.689941,4740.470215,4670.990234,4714.790039,4714.790039,158222700
2015-12-07,4746.259766,4803.479980,4733.339844,4756.410156,4756.410156,103508000
2015-12-08,4750.419922,4757.200195,4656.560059,4681.859863,4681.859863,145488000
2015-12-09,4695.899902,4714.640137,4619.490234,4637.450195,4637.450195,171226800
2015-12-10,4617.540039,4661.040039,4596.339844,4635.060059,4635.060059,139944600
2015-12-11,4617.180176,4630.270020,4527.259766,4549.560059,4549.560059,151768100
2015-12-14,4572.370117,4623.160156,4472.649902,4473.069824,4473.069824,154702400
2015-12-15,4522.470215,4626.759766,4519.959961,4614.399902,4614.399902,165804900
2015-12-16,4621.470215,4664.200195,4593.919922,4624.669922,4624.669922,132766800
2015-12-17,4729.399902,4748.759766,4674.580078,4677.540039,4677.540039,148504100
2015-12-18,4629.560059,4672.350098,4601.390137,4625.259766,4625.259766,221520200
2015-12-21,4617.200195,4666.490234,4565.169922,4565.169922,4565.169922,114513000
2015-12-22,4596.549805,4604.790039,4526.859863,4567.600098,4567.600098,85380100
2015-12-23,4614.250000,4686.089844,4614.250000,4674.529785,4674.529785,101333700
2015-12-24,4670.859863,4671.680176,4651.439941,4663.180176,4663.180176,16313800
2015-12-28,4667.029785,4669.839844,4613.779785,4617.950195,4617.950195,44645300
2015-12-29,4648.790039,4701.359863,4648.790039,4701.359863,4701.359863,62749700
2015-12-30,4690.310059,4708.319824,4672.259766,4677.140137,4677.140137,56083400
2016-01-04,4657.020020,4667.520020,4490.299805,4522.450195,4522.450195,150852000
2016-01-05,4573.540039,4575.450195,4481.700195,4537.629883,4537.629883,104182900
2016-01-06,4528.120117,4533.240234,4440.770020,4480.470215,4480.470215,104877300
2016-01-07,4346.100098,4424.140137,4323.549805,4403.580078,4403.580078,137701000
2016-01-08,4404.180176,4437.020020,4333.740234,4333.759766,4333.759766,124197200
2016-01-11,4333.209961,4383.919922,4312.740234,4312.740234,4312.740234,107025000
2016-01-12,4317.490234,4429.040039,4305.770020,4378.750000,4378.750000,123293200
2016-01-13,4426.759766,4465.560059,4374.020020,4391.939941,4391.939941,111469800
2016-01-14,4341.359863,4352.149902,4234.839844,4312.890137,4312.890137,166010000
2016-01-15,4305.439941,4319.470215,4178.870117,4210.160156,4210.160156,176801800
2016-01-18,4211.109863,4254.459961,4161.370117,4189.569824,4189.569824,126059700
2016-01-19,4267.770020,4308.089844,4251.529785,4272.259766,4272.259766,130260700
2016-01-20,4171.430176,4178.819824,4084.679932,4124.950195,4124.950195,156074200
2016-01-21,4129.700195,4234.649902,4113.580078,4206.399902,4206.399902,166740100
2016-01-22,4293.259766,4371.649902,4280.950195,4336.689941,4336.689941,154178800
2016-01-25,4365.149902,4365.149902,4291.859863,4311.330078,4311.330078,119945600
2016-01-26,4238.850098,4366.649902,4224.450195,4356.810059,4356.810059,127614400
2016-01-27,4349.790039,4380.359863,4319.359863,4380.359863,4380.359863,113439600
2016-01-28,4362.549805,4403.680176,4284.379883,4322.160156,4322.160156,145439700
2016-01-29,4386.850098,4417.020020,4340.189941,4417.020020,4417.020020,148804300
2016-02-01,4418.140137,4422.609863,4350.089844,4392.330078,4392.330078,106985100
2016-02-02,4368.919922,4377.569824,4253.509766,4283.990234,4283.990234,127965300
2016-02-03,4282.410156,4294.410156,4177.970215,4226.959961,4226.959961,152722600
2016-02-04,4276.169922,4279.120117,4176.479980,4228.529785,4228.529785,158951600
2016-02-05,4236.069824,4269.470215,4187.970215,4200.669922,4200.669922,179204000
2016-02-08,4217.450195,4220.850098,4046.639893,4066.310059,4066.310059,165143900
2016-02-09,4072.320068,4091.879883,3951.290039,3997.540039,3997.540039,192219900
2016-02-10,4027.080078,4115.169922,3987.489990,4061.199951,4061.199951,154266800
2016-02-11,3990.330078,3998.100098,3892.459961,3896.709961,3896.709961,186961400
2016-02-12,3949.159912,3995.060059,3922.709961,3995.060059,3995.060059,157391500
2016-02-15,4086.290039,4144.810059,4076.810059,4115.250000,4115.250000,123815300
2016-02-16,4157.299805,4157.299805,4086.830078,4110.660156,4110.660156,125207000
2016-02-17,4119.350098,4238.330078,4112.040039,4233.470215,4233.470215,154374300
2016-02-18,4255.069824,4279.189941,4212.589844,4239.759766,4239.759766,129413300
2016-02-19,4232.220215,4255.569824,4182.330078,4223.040039,4223.040039,115689200
2016-02-22,4260.620117,4303.899902,4259.259766,4298.700195,4298.700195,104477100
2016-02-23,4272.220215,4301.919922,4236.950195,4238.419922,4238.419922,100778200
2016-02-24,4232.479980,4233.299805,4117.490234,4155.339844,4155.339844,130494900
2016-02-25,4219.799805,4268.660156,4198.089844,4248.450195,4248.450195,130635500
2016-02-26,4297.870117,4352.390137,4292.520020,4314.569824,4314.569824,117629300
2016-02-29,4275.839844,4354.620117,4254.770020,4353.549805,4353.549805,122273800
2016-03-01,4343.930176,4406.950195,4328.799805,4406.839844,4406.839844,123159300
2016-03-02,4428.950195,4448.299805,4387.209961,4424.890137,4424.890137,120925400
2016-03-03,4430.899902,4430.899902,4392.580078,4416.080078,4416.080078,116721600
2016-03-04,4437.819824,4480.209961,4413.930176,4456.620117,4456.620117,132614700
2016-03-07,4436.370117,4458.819824,4406.899902,4442.290039,4442.290039,121147100
2016-03-08,4405.160156,4437.169922,4363.549805,4404.020020,4404.020020,109238900
2016-03-09,4405.950195,4458.770020,4397.979980,4425.649902,4425.649902,116109800
2016-03-10,4432.560059,4580.970215,4350.350098,4350.350098,4350.350098,175255300
2016-03-11,4430.240234,4492.790039,4421.950195,4492.790039,4492.790039,149823700
2016-03-14,4501.810059,4535.910156,4494.600098,4506.589844,4506.589844,125097000
2016-03-15,4474.259766,4488.779785,4450.160156,4472.629883,4472.629883,115811100
2016-03-16,4486.700195,4502.959961,4446.990234,4463.000000,4463.000000,105409600
2016-03-17,4501.680176,4501.680176,4367.439941,4442.890137,4442.890137,149291500
2016-03-18,4452.040039,4472.729980,4418.490234,4462.509766,4462.509766,259017000
2016-03-21,4425.839844,4481.109863,4415.930176,4427.799805,4427.799805,90434900
2016-03-22,4396.870117,4431.970215,4358.569824,4431.970215,4431.970215,113288300
2016-03-23,4442.589844,4467.859863,4396.100098,4423.979980,4423.979980,97919500
2016-03-24,4390.109863,4392.810059,4323.180176,4329.680176,4329.680176,109844400
2016-03-29,4354.029785,4382.979980,4333.330078,4366.669922,4366.669922,80842200
2016-03-30,4387.359863,4466.500000,4387.359863,4444.419922,4444.419922,100793300
2016-03-31,4416.839844,4419.620117,4378.770020,4385.060059,4385.060059,110982200
2016-04-01,4331.279785,4331.279785,4261.250000,4322.240234,4322.240234,139045500
2016-04-04,4311.189941,4378.049805,4280.899902,4345.220215,4345.220215,106194400
2016-04-05,4283.140137,4285.729980,4241.609863,4250.279785,4250.279785,131198900
2016-04-06,4262.299805,4284.640137,4243.020020,4284.640137,4284.640137,106043100
2016-04-07,4288.709961,4316.779785,4229.120117,4245.910156,4245.910156,98335800
2016-04-08,4259.100098,4315.589844,4258.509766,4303.120117,4303.120117,100861900
2016-04-11,4294.120117,4338.810059,4263.080078,4312.629883,4312.629883,103360100
2016-04-12,4317.500000,4348.399902,4269.100098,4345.910156,4345.910156,121266000
2016-04-13,4407.029785,4490.310059,4404.580078,4490.310059,4490.310059,154790600
2016-04-14,4487.220215,4515.000000,4473.350098,4511.509766,4511.509766,125164800
2016-04-15,4502.160156,4508.160156,4482.330078,4495.169922,4495.169922,110271800
2016-04-18,4425.250000,4517.080078,4424.759766,4506.839844,4506.839844,92413600
2016-04-19,4521.600098,4577.870117,4521.600098,4566.479980,4566.479980,115227500
2016-04-20,4546.350098,4596.330078,4538.430176,4591.919922,4591.919922,115806900
2016-04-21,4607.689941,4607.689941,4551.330078,4582.830078,4582.830078,124963900
2016-04-22,4578.819824,4580.520020,4553.589844,4569.660156,4569.660156,100028400
2016-04-25,4561.919922,4574.459961,4522.229980,4546.120117,4546.120117,87927900
2016-04-26,4557.000000,4579.120117,4515.399902,4533.180176,4533.180176,100430500
2016-04-27,4534.990234,4564.700195,4525.790039,4559.399902,4559.399902,106492200
2016-04-28,4520.250000,4557.359863,4482.370117,4557.359863,4557.359863,111361900
2016-04-29,4500.430176,4508.830078,4428.589844,4428.959961,4428.959961,128212700
2016-05-02,4455.759766,4458.740234,4429.470215,4442.750000,4442.750000,63246300
2016-05-03,4435.000000,4437.649902,4364.009766,4371.979980,4371.979980,107768800
2016-05-04,4365.200195,4387.750000,4317.279785,4324.229980,4324.229980,116952000
2016-05-05,4321.359863,4346.200195,4303.250000,4319.459961,4319.459961,79774300
2016-05-06,4290.410156,4311.490234,4245.169922,4301.240234,4301.240234,111464700
2016-05-09,4322.689941,4363.560059,4302.959961,4322.810059,4322.810059,112215100
2016-05-10,4338.049805,4374.750000,4320.290039,4338.209961,4338.209961,104155500
2016-05-11,4335.140137,4340.580078,4289.379883,4316.669922,4316.669922,93288200
2016-05-12,4295.740234,4361.879883,4266.959961,4293.270020,4293.270020,103302300
2016-05-13,4264.770020,4335.149902,4253.129883,4319.990234,4319.990234,99597300
2016-05-16,4290.649902,4316.279785,4269.629883,4312.279785,4312.279785,48829700
2016-05-17,4325.109863,4362.330078,4273.859863,4297.569824,4297.569824,101426100
2016-05-18,4275.390137,4322.229980,4267.709961,4319.299805,4319.299805,87238900
2016-05-19,4292.250000,4314.229980,4274.569824,4282.540039,4282.540039,101435500
2016-05-20,4323.620117,4353.899902,4312.500000,4353.899902,4353.899902,109632000
2016-05-23,4344.890137,4357.080078,4300.180176,4325.100098,4325.100098,78807700
2016-05-24,4309.299805,4440.649902,4300.419922,4431.520020,4431.520020,104153000
2016-05-25,4457.850098,4490.169922,4445.790039,4481.640137,4481.640137,107680300
2016-05-26,4478.169922,4513.770020,4477.020020,4512.640137,4512.640137,103885200
2016-05-27,4498.430176,4518.220215,4493.060059,4514.740234,4514.740234,85290900
2016-05-30,4507.089844,4531.180176,4503.520020,4529.399902,4529.399902,39995000
2016-05-31,4532.319824,4536.629883,4496.859863,4505.620117,4505.620117,122220900
2016-06-01,4502.839844,4507.220215,4458.299805,4475.390137,4475.390137,92411400
2016-06-02,4468.839844,4486.560059,4447.620117,4466.000000,4466.000000,93613500
2016-06-03,4477.830078,4492.200195,4396.629883,4421.779785,4421.779785,111642400
2016-06-06,4407.009766,4435.629883,4407.009766,4423.379883,4423.379883,73061400
2016-06-07,4443.410156,4486.470215,4441.209961,4475.859863,4475.859863,96308900
2016-06-08,4461.279785,4473.290039,4435.350098,4448.729980,4448.729980,93531800
2016-06-09,4437.020020,4438.379883,4394.520020,4405.609863,4405.609863,95370600
2016-06-10,4390.810059,4390.810059,4301.100098,4306.720215,4306.720215,119451700
2016-06-13,4253.979980,4275.970215,4227.020020,4227.020020,4227.020020,115884600
2016-06-14,4175.209961,4199.540039,4127.870117,4130.330078,4130.330078,136119700
2016-06-15,4172.729980,4204.009766,4162.020020,4171.580078,4171.580078,122586800
2016-06-16,4116.500000,4162.370117,4109.819824,4153.009766,4153.009766,117520700
2016-06-17,4179.439941,4218.529785,4170.169922,4193.830078,4193.830078,196645100
2016-06-20,4301.189941,4351.209961,4292.919922,4340.759766,4340.759766,114524100
2016-06-21,4335.890137,4382.910156,4321.459961,4367.240234,4367.240234,99917600
2016-06-22,4398.399902,4416.979980,4372.350098,4380.029785,4380.029785,92072300
2016-06-23,4404.680176,4490.549805,4392.520020,4465.899902,4465.899902,124533400
2016-06-24,4114.580078,4198.899902,4007.969971,4106.729980,4106.729980,415775700
2016-06-27,4073.719971,4115.470215,4012.179932,4030.280029,4030.280029,130042900
2016-06-28,4074.360107,4119.080078,4059.899902,4088.850098,4088.850098,179309200
2016-06-29,4139.370117,4206.350098,4128.080078,4195.319824,4195.319824,142748500
2016-06-30,4182.109863,4249.529785,4155.450195,4237.479980,4237.479980,146298700
2016-07-01,4261.089844,4288.720215,4218.100098,4273.959961,4273.959961,116072800
2016-07-04,4288.500000,4288.660156,4233.000000,4234.859863,4234.859863,74903000
2016-07-05,4203.970215,4216.060059,4148.790039,4163.419922,4163.419922,111925400
2016-07-06,4127.200195,4153.410156,4062.070068,4085.300049,4085.300049,138773700
2016-07-07,4115.500000,4167.879883,4110.240234,4117.850098,4117.850098,99510400
2016-07-08,4106.649902,4210.339844,4102.680176,4190.680176,4190.680176,112231900
2016-07-11,4221.220215,4271.709961,4207.370117,4264.529785,4264.529785,93378500
2016-07-12,4272.450195,4342.669922,4270.990234,4331.379883,4331.379883,129060400
2016-07-13,4329.529785,4358.669922,4321.899902,4335.259766,4335.259766,116377200
2016-07-14,4375.669922,4402.229980,4345.439941,4385.520020,4385.520020,93281800
2016-07-15,4367.430176,4383.689941,4342.770020,4372.509766,4372.509766,85684600
2016-07-18,4375.089844,4408.129883,4334.359863,4357.740234,4357.740234,70379900
2016-07-19,4345.399902,4357.339844,4304.200195,4330.129883,4330.129883,84731100
2016-07-20,4354.569824,4391.569824,4333.359863,4379.759766,4379.759766,84591000
2016-07-21,4382.160156,4389.899902,4340.939941,4376.250000,4376.250000,89183000
2016-07-22,4365.379883,4398.270020,4345.229980,4381.100098,4381.100098,71605600
2016-07-25,4381.629883,4419.770020,4368.060059,4388.000000,4388.000000,77833000
2016-07-26,4385.319824,4405.660156,4353.620117,4394.770020,4394.770020,88135600
2016-07-27,4424.600098,4469.899902,4424.600098,4446.959961,4446.959961,109101100
2016-07-28,4447.209961,4474.669922,4420.580078,4420.580078,4420.580078,107115100
2016-07-29,4429.490234,4439.810059,4408.379883,4439.810059,4439.810059,124920500
2016-08-01,4469.990234,4477.439941,4395.330078,4409.169922,4409.169922,86698300
2016-08-02,4395.859863,4398.200195,4320.890137,4327.990234,4327.990234,105645700
2016-08-03,4346.310059,4347.939941,4293.339844,4321.080078,4321.080078,101785300
2016-08-04,4344.180176,4359.790039,4324.810059,4345.629883,4345.629883,85093300
2016-08-05,4362.939941,4416.660156,4361.580078,4410.549805,4410.549805,90951100
2016-08-08,4419.020020,4441.160156,4407.319824,4415.459961,4415.459961,70007000
2016-08-09,4412.859863,4468.339844,4410.720215,4468.069824,4468.069824,77065400
2016-08-10,4443.379883,4465.890137,4440.560059,4452.009766,4452.009766,68145500
2016-08-11,4471.299805,4503.950195,4446.459961,4503.950195,4503.950195,68621600
2016-08-12,4501.060059,4510.060059,4490.450195,4500.189941,4500.189941,62472700
2016-08-15,4503.649902,4528.000000,4494.490234,4497.859863,4497.859863,43395900
2016-08-16,4476.069824,4499.589844,4457.250000,4460.439941,4460.439941,75577600
2016-08-17,4475.129883,4478.580078,4415.330078,4417.680176,4417.680176,66460000
2016-08-18,4441.200195,4447.250000,4413.060059,4437.060059,4437.060059,62662600
2016-08-19,4436.089844,4436.870117,4373.750000,4400.520020,4400.520020,74256600
2016-08-22,4397.390137,4443.069824,4377.700195,4389.939941,4389.939941,65669900
2016-08-23,4406.339844,4436.149902,4404.000000,4421.450195,4421.450195,67974600
2016-08-24,4389.169922,4453.729980,4382.709961,4435.470215,4435.470215,66667600
2016-08-25,4414.410156,4415.310059,4377.790039,4406.609863,4406.609863,64056700
2016-08-26,4399.459961,4455.609863,4387.709961,4441.870117,4441.870117,71774700
2016-08-29,4421.459961,4437.819824,4390.040039,4424.250000,4424.250000,48533900
2016-08-30,4439.680176,4475.020020,4438.419922,4457.490234,4457.490234,75965200
2016-08-31,4451.399902,4486.839844,4438.220215,4438.220215,4438.220215,112516300
2016-09-01,4448.029785,4490.910156,4421.970215,4439.669922,4439.669922,107456600
2016-09-02,4461.290039,4548.040039,4446.500000,4542.169922,4542.169922,105485900
2016-09-05,4550.819824,4566.549805,4541.080078,4541.080078,4541.080078,75716900
2016-09-06,4556.350098,4557.950195,4523.439941,4529.959961,4529.959961,71272600
2016-09-07,4536.950195,4561.359863,4520.209961,4557.660156,4557.660156,75442800
2016-09-08,4554.149902,4569.620117,4485.470215,4542.200195,4542.200195,94568300
2016-09-09,4531.419922,4541.759766,4481.089844,4491.399902,4491.399902,90844400
2016-09-12,4415.229980,4439.799805,4386.109863,4439.799805,4439.799805,98367100
2016-09-13,4463.259766,4470.259766,4387.180176,4387.180176,4387.180176,91945600
2016-09-14,4407.450195,4407.479980,4360.950195,4370.259766,4370.259766,107154600
2016-09-15,4357.290039,4381.540039,4341.040039,4373.220215,4373.220215,102309100
2016-09-16,4359.870117,4380.129883,4310.879883,4332.450195,4332.450195,208077200
2016-09-19,4368.850098,4398.970215,4368.850098,4394.189941,4394.189941,80744000
2016-09-20,4383.310059,4419.899902,4375.569824,4388.600098,4388.600098,72813000
2016-09-21,4439.700195,4451.319824,4408.299805,4409.549805,4409.549805,82277500
2016-09-22,4444.500000,4528.890137,4443.669922,4509.819824,4509.819824,112714500
2016-09-23,4494.500000,4498.350098,4476.859863,4488.689941,4488.689941,84998800
2016-09-26,4455.589844,4455.589844,4402.129883,4407.850098,4407.850098,86235100
2016-09-27,4436.000000,4438.589844,4362.930176,4398.680176,4398.680176,91773800
2016-09-28,4413.120117,4460.830078,4413.120117,4432.450195,4432.450195,78464100
2016-09-29,4490.549805,4505.299805,4434.089844,4443.839844,4443.839844,80427600
2016-09-30,4383.700195,4463.390137,4342.640137,4448.259766,4448.259766,123077700
2016-10-03,4447.540039,4465.290039,4432.770020,4453.560059,4453.560059,61707600
2016-10-04,4458.669922,4521.359863,4453.669922,4503.089844,4503.089844,95873900
2016-10-05,4462.720215,4499.379883,4441.250000,4489.950195,4489.950195,98277700
2016-10-06,4500.359863,4511.879883,4470.120117,4480.100098,4480.100098,102183900
2016-10-07,4480.529785,4487.180176,4444.319824,4449.910156,4449.910156,117429400
2016-10-10,4458.069824,4500.459961,4428.729980,4497.259766,4497.259766,87470600
2016-10-11,4490.830078,4520.180176,4469.299805,4471.740234,4471.740234,98600200
2016-10-12,4467.089844,4474.200195,4442.020020,4452.240234,4452.240234,99238700
2016-10-13,4421.810059,4421.810059,4370.649902,4405.169922,4405.169922,106795500
2016-10-14,4424.250000,4497.649902,4424.250000,4470.919922,4470.919922,92119400
2016-10-17,4452.720215,4474.330078,4439.910156,4450.229980,4450.229980,69410300
2016-10-18,4479.680176,4515.609863,4474.839844,4508.910156,4508.910156,90352900
2016-10-19,4513.490234,4528.970215,4495.939941,4520.299805,4520.299805,83323600
2016-10-20,4528.660156,4552.240234,4500.649902,4540.120117,4540.120117,96874000
2016-10-21,4546.649902,4555.109863,4517.799805,4536.069824,4536.069824,104200100
2016-10-24,4551.729980,4579.279785,4551.729980,4552.580078,4552.580078,83826400
2016-10-25,4560.459961,4570.629883,4528.029785,4540.839844,4540.839844,91091900
2016-10-26,4523.959961,4539.069824,4496.970215,4534.589844,4534.589844,89958800
2016-10-27,4526.339844,4556.740234,4502.549805,4533.569824,4533.569824,99701500
2016-10-28,4515.250000,4554.350098,4504.500000,4548.580078,4548.580078,96304300
2016-10-31,4525.600098,4540.259766,4500.189941,4509.259766,4509.259766,88366600
